"Location","latitude","longitude"
"Sierra Madre",34.1779689789,-118.0587158203
"Iowa Falls",42.531835556,-93.2723503113
"Pembroke Pines",26.0067195892,-80.3277854919
"East Durham",42.3723869324,-74.0989570618
"Yucca",34.8622684479,-114.148979187
"Crittenden",38.7766685486,-84.6162033081
"Big Bear Lake",34.2337970734,-116.9207763672
"Bribie Island North",-26.909361,153.124435
"Newberry",46.3376998901,-85.5141029358
"Morehead City",34.7283172607,-76.7619628906
"Galloway",39.4772453308,-74.470287323
"Lawrenceburg",38.0334529877,-84.897605896
"New Paltz",41.7578830719,-74.1083679199
"Ridgefield",41.3118839264,-73.4775276184
"Nanticoke",41.2082595825,-76.0024528503
"Kigali",-1.9661130309,30.0818500519
"Hartland",43.0921115875,-88.3317604065
"London Borough of Wandsworth",51.451969,-0.19267
"Ponca City",36.708978653,-97.0660095215
"Rockledge",28.312379837,-80.7353210449
"Pasco",46.2454395294,-119.1050987244
"Haworth",53.8267879486,-1.9695565104
"Glenville",38.9406337738,-80.8284988403
"Owego",42.1067371368,-76.242389679
"Alpental",47.4104652405,-121.3726615906
"Westfield",40.0125617981,-86.1745567322
"Westfield",42.1343765259,-72.7570381165
"Novosibirsk",55.0354557037,82.9219779968
"Warranwood",-37.7786235809,145.2495651245
"Mansfield Woodhouse",53.1548461914,-1.2003844976
"Barnstable",41.6744709015,-70.3535346985
"Nagoya",35.852409,140.362213
"Visoko",43.992225647,18.1792831421
"Port Moresby",-9.4645404816,147.1681289673
"Montvale",41.0552310944,-74.0509414673
"Elkview",38.4440002441,-81.4606704712
"Jammu",32.7330608368,74.8479652405
"Karachi",24.8765764236,67.0355682373
"Vero Beach",27.6361446381,-80.4041290283
"Ambleside",54.4291820526,-2.9900341034
"Macomb",42.6736545563,-82.9207801819
"Ulan Bator",47.9047832489,106.905708313
"Seydisfjoerdur",65.2330856323,-14.0319008827
"Litchfield",41.7432823181,-73.1977157593
"Innaloo",-31.8860664368,115.7937545776
"Tiffin",41.711391449,-91.6801261902
"Luxulian",50.3834018707,-4.744204998
"Melancthon",44.1159362793,-80.2998466492
"Stone Mountain",33.8075466156,-84.1522903442
"Indialantic",28.1086111069,-80.575881958
"Hardwick",44.5243873596,-72.3452339172
"Moorcroft",44.2742652893,-104.9378585815
"Tamworth",43.8840236664,-71.2538566589
"Camas",45.5995121002,-122.456703186
"Tubac",31.6257410049,-111.055141449
"Irving",32.8500423431,-96.9652900696
"Winchendon",42.6708660126,-72.0500030518
"Crownsville",39.0227203369,-76.5931625366
"Dulles",38.9915599823,-77.4088745117
"Mount Juliet",36.180103302,-86.5297737122
"Rugeley",52.7692699432,-1.9619385004
"El Mirage",33.6078624725,-112.3232307434
"Buellton",34.6149368286,-120.2184104919
"Loma Linda",34.0383358002,-117.2449989319
"South Los Angeles",33.9236698151,-118.2766532898
"Cordele",31.9780426025,-83.7764892578
"Dale City",38.6476860046,-77.3418312073
"Kelseyville",38.9786090851,-122.8246154785
"Badger",36.637172699,-119.0126953125
"Roberts",44.9857730865,-92.5562057495
"Isiolo",0.3769699931,37.5768642426
"Briarcliff Manor",41.1436786652,-73.8293838501
"Gilroy",37.0154533386,-121.5818748474
"Circleville",39.6198329926,-82.9234199524
"Cortez",37.3513011932,-108.5574264526
"Maryland Heights",38.7173423767,-90.457485199
"Luhans'k",48.5513706207,39.3370399475
"Star",43.7028713226,-116.472984314
"Three Oaks",41.8007545471,-86.605052948
"Bridgend County Borough",51.5524578094,-3.6173555851
"Miami Springs",25.8156204224,-80.2876625061
"Richfield",44.8834838867,-93.267829895
"River Falls",44.8620510101,-92.6486053467
"Cardigan",52.0937690735,-4.6825256348
"Crystal River",28.8992986679,-82.609375
"Niagara",43.6417388916,-79.4074401855
"Collingwood",44.4981708527,-80.2465324402
"Glenelg South",-34.9883785248,138.5122451782
"Rialto",34.1284160614,-117.3870429993
"Rutherford",40.8119029999,-74.0986328125
"Saturn",29.59886,-97.34375
